"mon_feature_id","date_time","sample_begin_depth","institution_abbr","preservative_abbr","Ca_Diss_Water","Cl_Diss_Water","DMS_Tot_Water","EC_Phys_Water","F_Diss_Water","K_Diss_Water","Mg_Diss_Water","Na_Diss_Water","NH4_N_Diss_Water","NO3_NO2_N_Diss_Water","P_Tot_Water","pH_Diss_Water","PO4_P_Diss_Water","Si_Diss_Water","SO4_Diss_Water","TAL_Diss_Water","Station","Qat"
101975,2005-07-13 17:22:00,0,"DWS-RQIS","HGCL2",21.144,91.483,278.808,48.7,0.193,8.433,7.854,53.274,0.211,2.039,,7.719,0.497,6.072,18.763,54.822,"G2H015Q01","G22H"
101975,2005-07-27 17:15:00,0,"DWS-RQIS","HGCL2",13.708,56.044,172.822,32.8,0.14,4.266,6.025,31.158,0.02,0.04,,7.584,0.057,4.464,9.691,42.167,"G2H015Q01","G22H"
101975,2005-08-10 17:10:00,0,"DWS-RQIS","HGCL2",10.201,46.51,149.505,27.8,0.147,3.786,5.35,24.842,0.198,0.745,,7.456,0.223,3.615,16.34,31.242,"G2H015Q01","G22H"
101975,2005-08-24 17:05:00,0,"DWS-RQIS","HGCL2",12.779,43.873,163.342,29.3,0.124,4.437,5.437,26.368,0.089,0.768,,7.731,0.241,4.426,19.856,37.904,"G2H015Q01","G22H"
101975,2005-09-07 16:48:00,0,"DWS-RQIS","HGCL2",11.672,53.7,172.359,33,0.145,4.688,6.342,29.838,0.02,0.514,,7.826,0.114,4.469,14.021,40.436,"G2H015Q01","G22H"
101975,2005-10-05 16:51:00,0,"DWS-RQIS","HGCL2",18.744,85.301,274.878,49.3,0.18,7.733,9.256,50.932,0.201,1.973,,7.899,0.565,5.678,15.957,62.374,"G2H015Q01","G22H"
101975,2005-10-19 17:10:00,0,"DWS-RQIS","HGCL2",20.785,96.627,309.132,53.1,0.196,8.982,10.004,57.161,0.176,2.729,,7.732,0.753,6.127,16.118,69.422,"G2H015Q01","G22H"
101975,2005-11-02 16:45:00,0,"DWS-RQIS","HGCL2",22.387,100.762,354.868,58.5,0.311,10.392,10.245,64.634,0.02,2.648,,7.148,1.385,6.128,21.99,88.704,"G2H015Q01","G22H"
101975,2005-11-16 16:35:00,0,"DWS-RQIS","HGCL2",24.152,90.114,290.51,51.7,0.17,9.953,9.428,55.045,0.485,2.976,,7.973,2.206,7.137,17.3,52.315,"G2H015Q01","G22H"
101975,2005-11-30 17:10:00,0,"DWS-RQIS","HGCL2",22.132,128.536,404.346,67.2,0.269,11.826,10.855,81.857,0.02,5.484,,7.919,0.49,6.822,27.221,78.61,"G2H015Q01","G22H"
101975,2005-12-14 08:45:00,0,"DWS-RQIS","HGCL2",25.347,128.993,434.385,72.8,0.262,12.867,13.445,88.153,0.02,3.943,,7.621,1.249,2.658,25.359,97.312,"G2H015Q01","G22H"
101975,2005-12-28 16:50:00,0,"DWS-RQIS","HGCL2",24.828,122.066,414.411,70.1,0.251,12.732,11.66,83.307,0.042,4.704,,7.418,2.456,3.453,34.355,79.396,"G2H015Q01","G22H"
101975,2006-01-25 16:10:00,0,"DWS-RQIS","HGCL2",21.843,106.677,361.528,60.4,0.185,12.939,7.658,73.67,0.02,3.142,,7.716,1.232,2.101,23.996,79.432,"G2H015Q01","G22H"
101975,2006-02-08 16:25:00,0,"DWS-RQIS","HGCL2",21.745,93.769,327.096,54,0.222,12.8,7.19,63.313,0.02,3.782,,7.76,0.494,2.558,23.41,70.834,"G2H015Q01","G22H"
101975,2006-02-22 16:40:00,0,"DWS-RQIS","HGCL2",20.839,74.15,292.888,50,0.244,13.08,6.087,53.861,0.059,3.888,,7.462,0.804,3.054,18.197,71.09,"G2H015Q01","G22H"
101975,2006-03-08 14:45:00,0,"DWS-RQIS","HGCL2",21.763,77.423,302.326,51.9,0.267,12.806,7.085,56.343,0.02,4.698,,7.323,0.545,4.038,20.211,68.84,"G2H015Q01","G22H"
101975,2006-03-22 17:00:00,0,"DWS-RQIS","HGCL2",19.868,79.076,294.965,49,0.213,11.967,6.297,54.763,0.02,5.063,,7.522,0.647,4.189,16.022,67.53,"G2H015Q01","G22H"
101975,2006-04-20 13:05:00,0,"DWS-RQIS","HGCL2",18.049,78.332,285.368,44.4,0.18,10.561,6.925,52.264,0.094,4.575,,7.806,1.944,5.031,26.398,54.398,"G2H015Q01","G22H"
101975,2006-05-03 17:00:00,0,"DWS-RQIS","HGCL2",21.827,94.238,327.88,53.3,0.284,11.513,7.913,62.608,0.083,4.44,,7.258,1.819,5.014,31.53,59.567,"G2H015Q01","G22H"
101975,2006-05-17 16:30:00,0,"DWS-RQIS","HGCL2",22.212,95.858,340.97,54.7,0.287,14.586,8.089,59.934,0.836,3.925,,7.559,2.687,5.081,26.953,70.83,"G2H015Q01","G22H"
101975,2006-05-31 15:56:00,0,"DWS-RQIS","HGCL2",22.47,82.691,287.185,48.4,0.186,8.435,9.043,48.13,0.093,2.314,,7.579,0.827,5.241,37.33,54.132,"G2H015Q01","G22H"
101975,2006-06-28 10:00:00,0,"DWS-RQIS","HGCL2",20.091,71.91,258.853,41.6,0.262,8.048,8.028,41.157,0.296,1.848,,7.832,1.168,5.853,18.934,64.203,"G2H015Q01","G22H"
101975,2006-07-12 17:00:00,0,"DWS-RQIS","HGCL2",18.165,83.18,274.266,44.8,0.188,7.739,8.794,50.655,0.02,1.135,,7.416,0.352,5.735,23.141,62.558,"G2H015Q01","G22H"
101975,2006-07-26 16:15:00,0,"DWS-RQIS","HGCL2",17.747,73.006,241.978,41.2,0.163,6.4,8.51,40.642,0.281,1.269,,7.308,0.278,4.987,23.465,53.486,"G2H015Q01","G22H"
101975,2006-08-09 15:50:00,0,"DWS-RQIS","HGCL2",11.986,44.567,164.804,29,0.156,4.158,5.736,26.599,0.222,0.764,,7.729,0.155,4.195,20.537,38.484,"G2H015Q01","G22H"
101975,2006-08-23 16:15:00,0,"DWS-RQIS","HGCL2",11.006,44.56,153.249,27.8,0.188,4.122,5.472,25.488,0.595,0.931,,7.425,0.451,4.786,16.453,32.552,"G2H015Q01","G22H"
101975,2006-09-06 16:15:00,0,"DWS-RQIS","HGCL2",18.532,82.928,292.852,48.9,0.198,8.175,8.934,52.881,3.253,2.125,,7.72,0.493,6.558,19.446,71.068,"G2H015Q01","G22H"
101975,2006-09-20 16:40:00,0,"DWS-RQIS","HGCL2",17.282,84.269,283.185,47.8,0.206,7.368,8.858,52.445,1.122,2.619,,7.644,0.489,6.196,21.835,62.648,"G2H015Q01","G22H"
101975,2006-10-04 16:10:00,0,"DWS-RQIS","HGCL2",19.984,89.8,314.201,53.3,0.247,8.132,9.99,59.387,0.02,1.21,,6.873,0.997,6.59,19.577,80.906,"G2H015Q01","G22H"
101975,2006-10-18 15:50:00,0,"DWS-RQIS","HGCL2",22.146,104.349,338.398,57,0.26,8.752,10.628,62.524,0.362,4.616,,7.645,0.774,6.64,18.407,72.223,"G2H015Q01","G22H"
101975,2006-11-01 17:00:00,0,"DWS-RQIS","HGCL2",17.824,85.634,302.666,47.6,0.216,7.98,9.357,55.8,0.02,2.809,,7.898,0.492,5.214,25.145,71.142,"G2H015Q01","G22H"
101975,2006-11-15 16:45:00,0,"DWS-RQIS","HGCL2",21.924,91.811,336.019,55,0.229,10.636,8.612,61.627,0.05,5.133,,7.7,1.831,5.257,22.272,74.231,"G2H015Q01","G22H"
101975,2006-11-29 16:30:00,0,"DWS-RQIS","HGCL2",22.801,107.215,355.78,57.9,0.223,9.534,11.424,70.071,0.02,2.543,,6.155,0.807,4.257,27.459,76.518,"G2H015Q01","G22H"
101975,2006-12-13 16:25:00,0,"DWS-RQIS","HGCL2",16.286,93.887,317.042,51.6,0.214,9.077,9.593,61.636,0.02,3.159,,7.714,0.946,3.065,26.775,67.798,"G2H015Q01","G22H"
101975,2006-12-27 17:40:00,0,"DWS-RQIS","HGCL2",17.654,81.062,258.189,45.2,0.167,7.994,7.32,49.932,0.046,3.591,,7.717,1.946,2.671,15.087,46.791,"G2H015Q01","G22H"
101975,2007-01-10 16:30:00,0,"DWS-RQIS","HGCL2",19.622,91.711,310.793,52.6,0.197,9.398,8.747,62.46,0.02,3.931,,7.668,1.76,2.806,21.206,61.208,"G2H015Q01","G22H"
101975,2007-01-24 16:30:00,0,"DWS-RQIS","HGCL2",20.115,111.259,375.591,61.7,0.224,10.575,9.378,84.987,0.047,1.658,,7.642,0.974,2.983,32.579,78.808,"G2H015Q01","G22H"
101975,2007-02-07 17:00:00,0,"DWS-RQIS","HGCL2",25.599,126.468,432.192,70.1,0.344,15.357,9.667,89.174,0.054,2.731,,7.779,1.813,2.681,28.439,97.95,"G2H015Q01","G22H"
101975,2007-02-21 16:15:00,0,"DWS-RQIS","HGCL2",24.549,90.763,348.401,56.2,0.232,14.723,8.248,61.26,0.065,4.514,,7.574,1.626,3.68,23.139,82.374,"G2H015Q01","G22H"
101975,2007-03-21 17:00:00,0,"DWS-RQIS","HGCL2",20.176,96.162,332.116,56.1,0.304,14.631,8.25,64.16,0.297,7.038,,7.991,1.968,5.633,17.297,60.335,"G2H015Q01","G22H"
101975,2007-04-04 13:20:00,0,"DWS-RQIS","HGCL2",23.623,110.826,387.33,64.3,0.326,16.096,9.772,74.36,0.067,4.044,,7.765,1.398,5.837,21.059,89.393,"G2H015Q01","G22H"
101975,2007-04-18 17:25:00,0,"DWS-RQIS","HGCL2",16.525,62.346,247.399,42.7,0.243,9.745,6.574,48.17,0.9,4.863,,7.493,2.738,4.211,18.532,44.439,"G2H015Q01","G22H"
101975,2007-05-02 17:10:00,0,"DWS-RQIS","HGCL2",16.558,75.261,240.575,39,0.183,7.652,7.115,43.17,0.05,2.004,,7.551,1.289,4.938,22.178,45.577,"G2H015Q01","G22H"
101975,2007-05-16 17:10:00,0,"DWS-RQIS","HGCL2",14.483,58.081,197.141,33.8,0.158,7.626,6.018,34.839,0.02,0.801,,7.206,0.769,4.191,17.71,42.892,"G2H015Q01","G22H"
101975,2007-05-31 08:00:00,0,"DWS-RQIS","HGCL2",22.64,95.327,303.08,56.6,0.318,10.236,8.214,56.86,0.02,2.275,,7.937,0.797,6.355,23.449,60.279,"G2H015Q01","G22H"
101975,2007-06-13 17:00:00,0,"DWS-RQIS","HGCL2",16.136,67.35,220.063,40.2,0.174,6.33,8.775,39.902,0.086,1.052,,7.48,0.25,5.024,24.466,42.153,"G2H015Q01","G22H"
101975,2007-06-27 17:30:00,0,"DWS-RQIS","HGCL2",19.257,78.249,261.571,47.7,0.208,8.623,9.071,48.134,0.02,0.934,,7.26,0.212,5.127,23.582,57.114,"G2H015Q01","G22H"
101975,2007-07-01 17:30:00,0,"DWS-RQIS","HGCL2",13.098,52.236,182.178,32.7,0.183,6.167,7.022,31.294,0.02,0.617,,7.37,0.259,3.239,18.145,41.404,"G2H015Q01","G22H"
101975,2007-07-11 17:15:00,0,"DWS-RQIS","HGCL2",10.926,33.422,127.816,22.4,0.147,3.842,4.756,18.729,0.044,0.499,,7.324,0.169,4.201,17.501,29.288,"G2H015Q01","G22H"
101975,2007-08-08 17:35:00,0,"DWS-RQIS","HGCL2",15.585,60.649,216.114,40.2,0.162,6.029,9.141,35.57,0.306,1.154,,7.544,0.192,4.601,24.953,47.516,"G2H015Q01","G22H"
101975,2007-08-22 17:30:00,0,"DWS-RQIS","HGCL2",17.755,71.193,237.416,42.4,0.183,6.049,9.152,39.527,0.042,0.526,,7.524,0.168,4.99,12.396,64.189,"G2H015Q01","G22H"
101975,2007-09-05 17:10:00,0,"DWS-RQIS","HGCL2",15.147,70.748,243.247,39.3,0.157,6.05,8.982,41.012,0.065,0.911,,7.554,0.34,6.027,23.535,59.427,"G2H015Q01","G22H"
101975,2007-09-19 17:35:00,0,"DWS-RQIS","HGCL2",18.204,74.646,264.952,48.5,0.187,6.606,9.909,47.995,0.02,1.778,,7.126,0.703,5.661,21.894,61.889,"G2H015Q01","G22H"
101975,2007-10-03 16:55:00,0,"DWS-RQIS","HGCL2",18.406,72.172,262.113,44.5,0.202,6.932,9.022,43.161,0.255,1.999,,7.61,0.888,5.946,19.266,66.476,"G2H015Q01","G22H"
101975,2007-10-17 17:40:00,0,"DWS-RQIS","HGCL2",18.483,78.294,288.182,47.3,0.201,7.323,9.007,51.762,2.009,3.728,,7.498,1.883,6.506,18.145,65.698,"G2H015Q01","G22H"
101975,2007-10-31 17:35:00,0,"DWS-RQIS","HGCL2",19.495,75.582,295.681,48.3,0.201,8.422,9.588,49.652,1.7,2.717,,7.55,1.794,6.575,20.093,76.219,"G2H015Q01","G22H"
101975,2007-11-14 17:30:00,0,"DWS-RQIS","HGCL2",17.956,86.46,273.884,45.7,0.186,7.22,8.445,45.525,0.359,2.794,,7.632,1.362,5.601,19.602,58.628,"G2H015Q01","G22H"
101975,2007-11-28 17:25:00,0,"DWS-RQIS","HGCL2",13.518,54.317,196.084,33.5,0.137,4.849,5.588,34.935,0.02,1.627,,6.981,0.2,4.71,22.257,43.175,"G2H015Q01","G22H"
101975,2007-12-12 10:50:00,0,"DWS-RQIS","HGCL2",19.949,97.111,313.554,48.2,0.179,8.877,8.152,55.17,0.02,4.749,,7.557,1.338,4.156,29.793,56.733,"G2H015Q01","G22H"
101975,2008-01-16 10:30:00,0,"DWS-RQIS","HGCL2",19.842,92.785,319.995,51.9,0.186,10.181,8.736,61.354,0.048,3.786,,7.575,1.933,3.582,18.895,69.934,"G2H015Q01","G22H"
101975,2008-01-30 08:00:00,0,"DWS-RQIS","HGCL2",22.971,109.261,393.987,63.3,0.242,12.965,9.92,76.626,0.054,5.227,,7.594,1.837,3.434,34.243,81.13,"G2H015Q01","G22H"
101975,2008-02-13 12:00:00,0,"DWS-RQIS","HGCL2",21.355,74.843,301.485,50.6,0.209,12.789,7.815,48.017,1.784,4.456,,7.68,1.747,5.32,20.346,72.775,"G2H015Q01","G22H"
101975,2008-02-27 14:50:00,0,"DWS-RQIS","HGCL2",21.496,71.453,291.084,47.7,0.178,12.585,6.161,48.612,1.379,6.633,,7.537,2.491,4.121,18.928,59.786,"G2H015Q01","G22H"
101975,2008-03-11 17:40:00,0,"DWS-RQIS","HGCL2",25.062,84.146,324.812,48,0.212,11.111,8.705,60.054,0.237,6.913,,7.637,0.618,4.094,24.062,64.513,"G2H015Q01","G22H"
101975,2008-03-26 15:47:00,0,"DWS-RQIS","HGCL2",21.461,64.847,300.194,48.1,0.201,11.368,6.006,48.314,1.572,7.158,,7.766,0.945,4.989,21.545,73.687,"G2H015Q01","G22H"
101975,2008-04-09 12:10:00,0,"DWS-RQIS","HGCL2",,,,48.4,0.199,,,,0.02,3.988,,7.632,1.117,5.397,,59.763,"G2H015Q01","G22H"
101975,2008-04-23 08:00:00,0,"DWS-RQIS","HGCL2",19.756,85.183,,55.4,0.236,12.795,6.866,61.489,0.473,,,8.043,,5.702,23.928,62.19,"G2H015Q01","G22H"
101975,2008-05-22 12:12:00,0,"DWS-RQIS","HGCL2",12.503,39.168,142.341,25,0.121,5.119,4.47,24.13,0.47,1.247,,7.581,0.274,3.118,12.977,30.254,"G2H015Q01","G22H"
101975,2008-06-04 12:40:00,0,"DWS-RQIS","HGCL2",,50.992,,34.7,,,,,1.926,1.149,,7.498,1.242,4.209,13.099,,"G2H015Q01","G22H"
101975,2008-07-28 17:00:00,0,"DWS-RQIS","HGCL2",,,,43.1,,,,,,,,7.288,,,,,"G2H015Q01","G22H"
101975,2008-07-28 17:00:00,,"DWS-RQIS","HGCL2",18.028,74.222,,,,6.205,9.501,38.851,,,,,,,23.004,,"G2H015Q01","G22H"
101975,2008-08-13 11:08:00,0,"DWS-RQIS","HGCL2",19.377,89.005,,43.7,,6.484,8.636,43.719,0.025,,,7.745,0.868,6.391,22.745,35.045,"G2H015Q01","G22H"
101975,2008-08-28 11:00:00,0,"DWS-RQIS","HGCL2",24.498,114.536,,47.4,,6.851,26.472,53.434,0.098,,,7.927,0.006,6.323,28.955,,"G2H015Q01","G22H"
101975,2008-09-10 12:53:00,0,"DWS-RQIS","HGCL2",15.685,62.612,,,,,7.888,,0.025,0.896,,,0.249,4.717,22.716,49.589,"G2H015Q01","G22H"
101975,2008-10-08 13:25:00,0,"GP-CSIR WATER LAB","HGCL2",16.1,122,,40.2,0.05,4.24,8.56,41.9,0.02,1.37,,7.96,,5.07,15.3,,"G2H015Q01","G22H"
101975,2008-10-08 13:25:00,,"GP-CSIR WATER LAB","HGCL2",,,,,,,,,,,0.77,,,,,,"G2H015Q01","G22H"
101975,2008-11-05 16:04:00,0,"DWS-RQIS","HGCL2",19.583,94.859,,46.6,,7.182,12.868,54.562,0.195,,,8.106,0.255,6.446,18.823,55.5,"G2H015Q01","G22H"
101975,2008-12-03 13:52:00,0,"DWS-RQIS","HGCL2",24.119,96.903,,52.3,,9.114,10.956,56.237,0.025,4.726,,8.177,1.726,4.556,23.377,67.305,"G2H015Q01","G22H"
101975,2009-01-28 11:10:00,0,"DWS-RQIS","HGCL2",,,,51.5,,,,,,,,7.906,,,,,"G2H015Q01","G22H"
101975,2009-01-28 11:10:00,,"DWS-RQIS","HGCL2",20.869,107.652,,,,9.6,8.867,38.1,0.05,,,,1.457,2.902,26.125,68.927,"G2H015Q01","G22H"
101975,2009-02-25 12:48:00,0,"DWS-RQIS","HGCL2",,,,55.9,,,,,,,,7.91,,,,,"G2H015Q01","G22H"
101975,2009-02-25 12:48:00,,"DWS-RQIS","HGCL2",21.01,87.985,,,,10.4,8.39,,0.03,,,,1.043,3.881,19.214,62.427,"G2H015Q01","G22H"
101975,2009-03-26 10:55:00,0,"DWS-RQIS","HGCL2",30.357,115.27,,59.4,,12.73,9.683,69.985,0.025,,,7.931,2.608,6.013,31.466,77.098,"G2H015Q01","G22H"
101975,2009-04-22 10:15:00,0,"DWS-RQIS","HGCL2",24.636,109.205,,57,,11.712,8.084,58.654,0.025,7.419,,7.692,2.268,5.902,27.611,60.884,"G2H015Q01","G22H"
101975,2009-05-28 11:10:00,0,"DWS-RQIS","HGCL2",,,,49.6,,,,,,,,7.774,,,,,"G2H015Q01","G22H"
101975,2009-05-28 11:10:00,,"DWS-RQIS","HGCL2",19.294,94.586,,,,9.8,8.977,52.6,0.699,,,,2.531,6.749,20.805,57.874,"G2H015Q01","G22H"
101975,2009-07-30 14:20:00,0,"DWS-RQIS","HGCL2",,,,47.5,,,,,,,,7.657,,,,,"G2H015Q01","G22H"
101975,2009-07-30 14:20:00,,"DWS-RQIS","HGCL2",17.663,83.932,,,,7.7,9.015,,0.283,,,,0.537,6.652,23.777,67.23,"G2H015Q01","G22H"
101975,2009-08-27 14:35:00,0,"DWS-RQIS","HGCL2",,,,44.7,,,,,,,,7.351,,,,,"G2H015Q01","G22H"
101975,2009-08-27 14:35:00,,"DWS-RQIS","HGCL2",17.674,76.928,,,,6.7,9.502,45.1,0,,,,0.182,6.311,17.893,58.758,"G2H015Q01","G22H"
101975,2009-09-24 15:15:00,0,"DWS-RQIS","HGCL2",,,,41.1,,,,,,,,7.415,,,,,"G2H015Q01","G22H"
101975,2009-09-24 15:15:00,,"DWS-RQIS","HGCL2",15.742,71.953,,,,5.9,9.17,,0.116,,,,0.304,6.181,14.674,63.87,"G2H015Q01","G22H"
101975,2009-10-22 15:06:00,0,"DWS-RQIS","HGCL2",,,,44.8,,,,,,,,7.687,,,,,"G2H015Q01","G22H"
101975,2009-10-22 15:06:00,,"DWS-RQIS","HGCL2",18.129,70.6,,,,7,8.947,,1.069,,,,0.673,6.819,12.977,71.883,"G2H015Q01","G22H"
101975,2009-11-19 15:00:00,0,"DWS-RQIS","HGCL2",,,,42.5,,,,,,,,7.594,,,,,"G2H015Q01","G22H"
101975,2009-11-19 15:00:00,,"DWS-RQIS","HGCL2",19.028,71.425,,,,5.9,9.506,,0,,,,0.228,6.287,15.25,61.538,"G2H015Q01","G22H"
101975,2009-12-21 16:30:00,0,"DWS-RQIS","HGCL2",17,74.574,,42.4,0.123,6.497,6.857,43.518,0.025,,,7.669,1.619,4.579,15.706,64.423,"G2H015Q01","G22H"
101975,2010-01-28 11:30:00,0,"DWS-RQIS","HGCL2",,,,52.4,,,,,,,,7.403,,,,,"G2H015Q01","G22H"
101975,2010-01-28 11:30:00,,"DWS-RQIS","HGCL2",19.733,95.064,,,,11.8,7.826,60.7,0.05,,,,2.001,3.481,18.639,,"G2H015Q01","G22H"
101975,2010-03-04 15:00:00,0,"DWS-RQIS","HGCL2",,,,52.4,,,,,,,,7.706,,,,,"G2H015Q01","G22H"
101975,2010-03-04 15:00:00,,"DWS-RQIS","HGCL2",23.204,86.634,,,,13.7,9.872,,0.05,,,,2.133,4.965,17.992,80.823,"G2H015Q01","G22H"
101975,2010-03-31 14:00:00,0,"DWS-RQIS","HGCL2",,,,42.7,,,,,,,,7.705,,,,,"G2H015Q01","G22H"
101975,2010-03-31 14:00:00,,"DWS-RQIS","HGCL2",16.519,70.85,,,,8.6,7.213,47.7,0.072,,,,1.586,4.727,17.138,56.074,"G2H015Q01","G22H"
101975,2010-04-27 14:01:00,0,"DWS-RQIS","HGCL2",,,,46.5,,,,,,,,7.978,,,,,"G2H015Q01","G22H"
101975,2010-04-27 14:01:00,,"DWS-RQIS","HGCL2",16.819,79.062,,,,9.8,6.547,49.9,0.097,,,,1.98,5.83,20.369,52.704,"G2H015Q01","G22H"
101975,2010-06-10 12:40:00,0,"DWS-RQIS","HGCL2",17.923,70.658,,40,,6.286,7.732,38.174,0.764,1.24,,7.681,0.724,5.877,17.53,48.001,"G2H015Q01","G22H"
101975,2010-07-01 12:40:00,0,"DWS-RQIS","HGCL2",20.421,93.435,,48.8,,7.287,9.067,48.721,0.67,,,7.594,0.888,6.566,22.134,64.439,"G2H015Q01","G22H"
101975,2010-08-17 16:21:00,0,"DWS-RQIS","HGCL2",20.981,78.795,,52.3,0.187,7.543,9.005,52.344,2.305,,,7.225,0.863,6.63,18.244,83.259,"G2H015Q01","G22H"
101975,2010-09-16 12:20:00,0,"DWS-RQIS","HGCL2",14.72,65.723,226.006,38.9,0.184,5.706,6.344,40.821,0.712,1.951,,7.716,0.376,5.349,13.545,55.982,"G2H015Q01","G22H"
101975,2010-10-14 15:20:00,0,"DWS-RQIS","HGCL2",15.385,65.707,,44.3,0.325,6.779,6.589,21.835,3.609,,,7.324,1.556,5.571,12.421,74.152,"G2H015Q01","G22H"
101975,2010-11-11 14:40:00,0,"DWS-RQIS","HGCL2",16.829,62.759,246.227,41.1,0.277,6.677,7.826,43.315,2.173,2.796,,7.676,1.117,5.474,14.13,62.18,"G2H015Q01","G22H"
101975,2010-12-02 12:22:00,0,"DWS-RQIS","HGCL2",20.136,74.609,308.777,51.5,0.11,9.291,7.712,55.17,1.339,5.341,,7.709,1.014,4.578,22.463,74.479,"G2H015Q01","G22H"
101975,2011-02-03 13:03:00,0,"DWS-RQIS","HGCL2",23.681,148.995,501.523,66.1,0.251,14.579,8.91,69.657,2.572,2.93,,7.951,2.673,3.6,21.418,155.466,"G2H015Q01","G22H"
101975,2011-03-08 14:40:00,0,"DWS-RQIS","HGCL2",18.624,77.406,342.028,55.9,0.181,12.55,7.803,64.862,4.049,6.606,,7.833,1.642,4.097,22,81.287,"G2H015Q01","G22H"
101975,2011-07-07 11:00:00,0,"DWS-RQIS","HGCL2",15.434,59.057,,37.7,0.225,6.208,6,33.751,0.652,1.25,,7.781,0.335,5.121,,58.4,"G2H015Q01","G22H"
101975,2011-08-30 12:38:00,0,"DWS-RQIS","HGCL2",22.049,94.777,322.973,51,0.318,8.52,10.035,55.2,0.025,5.333,,8.054,0.899,5.972,26.874,64.632,"G2H015Q01","G22H"
101975,2011-09-27 13:15:00,0,"DWS-RQIS","HGCL2",17.039,73.038,250.195,47.1,0.279,8.446,9.927,53.127,0.23,4.397,,7.625,1.169,5.522,23.718,33.853,"G2H015Q01","G22H"
101975,2011-10-27 14:10:00,0,"DWS-RQIS","HGCL2",20.685,78.466,315.538,56.6,0.375,11.424,9.891,57.929,3.469,3.815,,8.108,2.538,5.635,18.916,72.761,"G2H015Q01","G22H"
101975,2011-11-22 12:30:00,0,"DWS-RQIS","HGCL2",18.444,70.177,270.046,43.3,0.301,7.544,7.757,48.502,0.511,3.768,,7.634,0.711,4.566,23.744,60.741,"G2H015Q01","G22H"
101975,2011-12-22 12:35:00,0,"DWS-RQIS","HGCL2",21.255,98.446,338.188,56.5,0.503,10.914,8.309,66.367,0.321,4.045,,8.152,1.751,1.655,20.393,72.431,"G2H015Q01","G22H"
101975,2012-02-07 12:35:00,0,"DWS-RQIS","HGCL2",22.228,102.16,414.129,62.3,0.15,15.161,9.536,76.001,0.025,15.641,,8.124,3.44,2.409,23.083,70.527,"G2H015Q01","G22H"
101975,2012-03-06 11:56:00,0,"DWS-RQIS","HGCL2",,99.002,,62.5,0.381,14.128,6.544,75.485,0.025,14.696,,7.845,1.439,4.662,20.564,50.395,"G2H015Q01","G22H"
101975,2012-03-28 12:00:00,0,"DWS-RQIS","HGCL2",,102.924,,62.2,0.317,15.595,7.235,70.43,0.025,0.189,,7.755,0.067,9.482,27.75,,"G2H015Q01","G22H"
101975,2012-04-24 12:05:00,0,"DWS-RQIS","HGCL2",23.762,79.303,321.855,66.3,0.13,12.865,9.765,69.001,0.057,9.562,,8.069,1.43,4.009,29.439,41.667,"G2H015Q01","G22H"
101975,2012-05-23 12:20:00,0,"DWS-RQIS","HGCL2",17.012,64.57,261.87,43.2,0.29,10.302,6.312,48.144,0.025,3.39,,7.378,2.431,5.992,21.296,58.602,"G2H015Q01","G22H"
101975,2012-06-13 11:52:00,0,"DWS-RQIS","HGCL2",19.431,81.165,269.749,47.1,0.114,7.612,7.923,47.769,0.063,3.41,,8.097,0.458,4.925,34.442,44.873,"G2H015Q01","G22H"
101975,2012-07-11 11:45:00,0,"DWS-RQIS","HGCL2",16.118,46.914,168.352,34.62,0.223,5.263,5.991,31.504,0.511,0.92,,7.862,0.162,4.61,16.641,33.193,"G2H015Q01","G22H"
101975,2012-08-08 11:40:00,0,"DWS-RQIS","HGCL2",16.345,49.523,194.2,32.19,0.415,4.5,7.042,31.295,0.025,0.025,,7.724,0.005,3.823,18.26,54.674,"G2H015Q01","G22H"
101975,2012-09-05 11:53:00,0,"DWS-RQIS","HGCL2",21.328,79.115,303.168,48,0.146,7.284,10.513,51.876,1.726,1.516,,7.855,1.237,5.553,20.295,81.922,"G2H015Q01","G22H"
101975,2012-10-03 11:35:00,0,"DWS-RQIS","HGCL2",20.361,68.568,267.933,46.3,0.186,7.082,9.319,48.232,0.371,1.437,,7.84,0.162,6.098,21.604,69.916,"G2H015Q01","G22H"
101975,2012-11-07 11:25:00,0,"DWS-RQIS","HGCL2",27.248,77.39,311.595,51.8,0.333,7.759,8.613,57.791,0.025,8.078,,7.147,1.314,8.242,17.367,61.737,"G2H015Q01","G22H"
101975,2012-11-28 11:30:00,0,"DWS-RQIS","HGCL2",25.562,99.243,372.387,59.7,0.161,9.849,13.731,62.616,5.946,1.646,,7.845,1.259,7.104,26.241,95.287,"G2H015Q01","G22H"
101975,2013-01-16 11:25:00,0,"DWS-RQIS","HGCL2",22.211,111.362,379.392,62.2,0.302,11.409,8.825,75.731,2.113,5.302,,8.468,1.373,4.776,25.22,77.039,"G2H015Q01","G22H"
101975,2013-02-13 11:05:00,0,"DWS-RQIS","HGCL2",23.723,76.766,323.671,52.3,0.268,10.932,7.965,53.734,3.898,2.207,,7.957,1.059,5.845,20.61,91.561,"G2H015Q01","G22H"
101975,2013-03-13 11:55:00,0,"DWS-RQIS","HGCL2",19.752,77.052,389.675,61.4,0.281,14.018,7.453,62.6,11.72,1.183,,7.884,1.58,5.548,21.43,132.797,"G2H015Q01","G22H"
